
		>>BUBBLE SORT<<
Vetor_14[20]: 17521
Vetor_14[21]: 31156
Vetor_14[22]: 29172
Vetor_14[23]: 22215
Vetor_14[24]: 16005
Vetor_14[25]: 2007
Vetor_14[26]: 8368
Vetor_14[27]: 21607
Vetor_14[28]: 26732
Vetor_14[29]: 24845
Vetor_14[30]: 21131
Vetor_14[31]: 16286
Vetor_14[32]: 30894
Vetor_14[33]: 15823
Vetor_14[34]: 2539
Vetor_14[35]: 19915
Vetor_14[36]: 22912
Vetor_14[37]: 142
Vetor_14[38]: 31821
Vetor_14[39]: 2054
Vetor_14[40]: 13033
Vetor_14[41]: 10055
Vetor_14[42]: 3466
Vetor_14[43]: 26967
Vetor_14[44]: 24611
Vetor_14[45]: 31576
Vetor_14[46]: 4185
Vetor_14[47]: 11557
Vetor_14[48]: 21572
Vetor_14[49]: 29586
Vetor_14[50]: 28694
Vetor_14[51]: 25073
Vetor_14[52]: 12830
Vetor_14[53]: 31887
Vetor_14[54]: 10178
Vetor_14[55]: 5188
Vetor_14[56]: 7011
Vetor_14[57]: 6982
Vetor_14[58]: 10826
Vetor_14[59]: 9701
Vetor_14[60]: 31501
Vetor_14[61]: 7644
Vetor_14[62]: 8204
Vetor_14[63]: 9552
Vetor_14[64]: 20220
Vetor_14[65]: 20158
Vetor_14[66]: 7575
Vetor_14[67]: 14692
Vetor_14[68]: 13537
Vetor_14[69]: 24044
Vetor_14[70]: 14258
Vetor_14[71]: 30044
Vetor_14[72]: 15964
Vetor_14[73]: 29848
Vetor_14[74]: 6305
Vetor_14[75]: 10496
Vetor_14[76]: 20577
Vetor_14[77]: 9967
Vetor_14[78]: 31395
Vetor_14[79]: 284
Vetor_14[80]: 4576
Vetor_14[81]: 14391
Vetor_14[82]: 11199
Vetor_14[83]: 3122
Vetor_14[84]: 11685
Vetor_14[85]: 25882
Vetor_14[86]: 32448
Vetor_14[87]: 30572
Vetor_14[88]: 27517
Vetor_14[89]: 10305
Vetor_14[90]: 19839
Vetor_14[91]: 6100
Vetor_14[92]: 25754
Vetor_14[93]: 11557
Vetor_14[94]: 28768
Vetor_14[95]: 5063
Vetor_14[96]: 22328
Vetor_14[97]: 25890
Vetor_14[98]: 20255
Vetor_14[99]: 16551

		>>Vetor_15 - ALEATORIO<<

Vetor_15[0]: 8044
Vetor_15[1]: 503
Vetor_15[2]: 13907
Vetor_15[3]: 30713
Vetor_15[4]: 32457
Vetor_15[5]: 3900
Vetor_15[6]: 5804
Vetor_15[7]: 8120
Vetor_15[8]: 2414
Vetor_15[9]: 21735
Vetor_15[10]: 21273
Vetor_15[11]: 1886
Vetor_15[12]: 11248
Vetor_15[13]: 20553
Vetor_15[14]: 27262
Vetor_15[15]: 3541
Vetor_15[16]: 30430
Vetor_15[17]: 1989
Vetor_15[18]: 24957
Vetor_15[19]: 7616
Vetor_15[20]: 163
Vetor_15[21]: 29990
Vetor_15[22]: 21380
Vetor_15[23]: 2665
Vetor_15[24]: 7854
Vetor_15[25]: 27189
Vetor_15[26]: 5386
Vetor_15[27]: 14586
Vetor_15[28]: 14800
Vetor_15[29]: 9100
Vetor_15[30]: 19221
Vetor_15[31]: 27121
Vetor_15[32]: 16869
Vetor_15[33]: 32165
Vetor_15[34]: 7168
Vetor_15[35]: 14030
Vetor_15[36]: 1206
Vetor_15[37]: 54
Vetor_15[38]: 23931
Vetor_15[39]: 6158
Vetor_15[40]: 27678
Vetor_15[41]: 13249
Vetor_15[42]: 25555
Vetor_15[43]: 1885
Vetor_15[44]: 26476
Vetor_15[45]: 30054
Vetor_15[46]: 22132
Vetor_15[47]: 4616
Vetor_15[48]: 1033
Vetor_15[49]: 15613
Vetor_15[50]: 11692
Vetor_15[51]: 28593
Vetor_15[52]: 31067
Vetor_15[53]: 2401
Vetor_15[54]: 15793
Vetor_15[55]: 28998
Vetor_15[56]: 11240
Vetor_15[57]: 26382
Vetor_15[58]: 29414
Vetor_15[59]: 23604
Vetor_15[60]: 27583
Vetor_15[61]: 17647
Vetor_15[62]: 9050
Vetor_15[63]: 1495
Vetor_15[64]: 29204
Vetor_15[65]: 2929
Vetor_15[66]: 6545
Vetor_15[67]: 17205
Vetor_15[68]: 25130
Vetor_15[69]: 10716
Vetor_15[70]: 15496
Vetor_15[71]: 237
Vetor_15[72]: 20854
Vetor_15[73]: 3555
Vetor_15[74]: 30963
Vetor_15[75]: 5994
Vetor_15[76]: 6913
Vetor_15[77]: 14714
Vetor_15[78]: 20425
Vetor_15[79]: 12124
Vetor_15[80]: 526
Vetor_15[81]: 27367
Vetor_15[82]: 11778
Vetor_15[83]: 19049
Vetor_15[84]: 26621
Vetor_15[85]: 2844
Vetor_15[86]: 29088
Vetor_15[87]: 17439
Vetor_15[88]: 6511
Vetor_15[89]: 22084
Vetor_15[90]: 16364
Vetor_15[91]: 24366
Vetor_15[92]: 30379
Vetor_15[93]: 29340
Vetor_15[94]: 4354
Vetor_15[95]: 13012
Vetor_15[96]: 31552
Vetor_15[97]: 27012
Vetor_15[98]: 5263
Vetor_15[99]: 3224

		>>Vetor_15 - ORDENADO<<

Vetor_15[0]: 8044
Vetor_15[1]: 503
Vetor_15[2]: 13907
Vetor_15[3]: 30713
Vetor_15[4]: 32457
Vetor_15[5]: 3900
Vetor_15[6]: 5804
Vetor_15[7]: 8120
Vetor_15[8]: 2414
Vetor_15[9]: 21735
Vetor_15[10]: 21273
Vetor_15[11]: 1886
Vetor_15[12]: 11248
Vetor_15[13]: 20553
Vetor_15[14]: 27262
Vetor_15[15]: 3541
Vetor_15[16]: 30430
Vetor_15[17]: 1989
Vetor_15[18]: 24957
Vetor_15[19]: 7616
Vetor_15[20]: 163
Vetor_15[21]: 29990
Vetor_15[22]: 21380
Vetor_15[23]: 2665
Vetor_15[24]: 7854
Vetor_15[25]: 27189
Vetor_15[26]: 5386
Vetor_15[27]: 14586
Vetor_15[28]: 14800
Vetor_15[29]: 9100
Vetor_15[30]: 19221
Vetor_15[31]: 27121
Vetor_15[32]: 16869
Vetor_15[33]: 32165
Vetor_15[34]: 7168
Vetor_15[35]: 14030
Vetor_15[36]: 1206
Vetor_15[37]: 54
Vetor_15[38]: 23931
Vetor_15[39]: 6158
Vetor_15[40]: 27678
Vetor_15[41]: 13249
Vetor_15[42]: 25555
Vetor_15[43]: 1885
Vetor_15[44]: 26476
Vetor_15[45]: 30054
Vetor_15[46]: 22132
Vetor_15[47]: 4616
Vetor_15[48]: 1033
Vetor_15[49]: 15613
Vetor_15[50]: 11692
Vetor_15[51]: 28593
Vetor_15[52]: 31067
Vetor_15[53]: 2401
Vetor_15[54]: 15793
Vetor_15[55]: 28998
Vetor_15[56]: 11240
Vetor_15[57]: 26382
Vetor_15[58]: 29414
Vetor_15[59]: 23604
Vetor_15[60]: 27583
Vetor_15[61]: 17647
Vetor_15[62]: 9050
Vetor_15[63]: 1495
Vetor_15[64]: 29204
Vetor_15[65]: 2929
Vetor_15[66]: 6545
Vetor_15[67]: 17205
Vetor_15[68]: 25130
Vetor_15[69]: 10716
Vetor_15[70]: 15496
Vetor_15[71]: 237
Vetor_15[72]: 20854
Vetor_15[73]: 3555
Vetor_15[74]: 30963
Vetor_15[75]: 5994
Vetor_15[76]: 6913
Vetor_15[77]: 14714
Vetor_15[78]: 20425
Vetor_15[79]: 12124
Vetor_15[80]: 526
Vetor_15[81]: 27367
Vetor_15[82]: 11778
Vetor_15[83]: 19049
Vetor_15[84]: 26621
Vetor_15[85]: 2844
Vetor_15[86]: 29088
Vetor_15[87]: 17439
Vetor_15[88]: 6511
Vetor_15[89]: 22084
Vetor_15[90]: 16364
Vetor_15[91]: 24366
Vetor_15[92]: 30379
Vetor_15[93]: 29340
Vetor_15[94]: 4354
Vetor_15[95]: 13012
Vetor_15[96]: 31552
Vetor_15[97]: 27012
Vetor_15[98]: 5263
Vetor_15[99]: 3224

		>>Vetor_16 - ALEATORIO<<

Vetor_16[0]: 15693
Vetor_16[1]: 30285
Vetor_16[2]: 4967
Vetor_16[3]: 18045
Vetor_16[4]: 9724
Vetor_16[5]: 5486
Vetor_16[6]: 29883
Vetor_16[7]: 1947
Vetor_16[8]: 20370
Vetor_16[9]: 32021
Vetor_16[10]: 3782
Vetor_16[11]: 19386
Vetor_16[12]: 15546
Vetor_16[13]: 14421
Vetor_16[14]: 18205
Vetor_16[15]: 3495
Vetor_16[16]: 14934
Vetor_16[17]: 26775
Vetor_16[18]: 24922
Vetor_16[19]: 19241
Vetor_16[20]: 13669
Vetor_16[21]: 21482
Vetor_16[22]: 9245
Vetor_16[23]: 9710
Vetor_16[24]: 10282
Vetor_16[25]: 11674
Vetor_16[26]: 20305
Vetor_16[27]: 4294
Vetor_16[28]: 25227
Vetor_16[29]: 19716
Vetor_16[30]: 18353
Vetor_16[31]: 23823
Vetor_16[32]: 12727
Vetor_16[33]: 18088
Vetor_16[34]: 7050
Vetor_16[35]: 15472
Vetor_16[36]: 11019
Vetor_16[37]: 7040
Vetor_16[38]: 17602
Vetor_16[39]: 2763
Vetor_16[40]: 7735
Vetor_16[41]: 29329
Vetor_16[42]: 19481
Vetor_16[43]: 29804
Vetor_16[44]: 29340
Vetor_16[45]: 4287
Vetor_16[46]: 12719
Vetor_16[47]: 19591
Vetor_16[48]: 29689
Vetor_16[49]: 741
Vetor_16[50]: 16071
Vetor_16[51]: 10209
Vetor_16[52]: 21063
Vetor_16[53]: 11813
Vetor_16[54]: 9418
Vetor_16[55]: 4045
Vetor_16[56]: 22753
Vetor_16[57]: 14973
Vetor_16[58]: 3471
Vetor_16[59]: 24922
Vetor_16[60]: 8424
Vetor_16[61]: 2971
Vetor_16[62]: 217
Vetor_16[63]: 11467
Vetor_16[64]: 17126
Vetor_16[65]: 15347
Vetor_16[66]: 17185
Vetor_16[67]: 10567
Vetor_16[68]: 19377
Vetor_16[69]: 19982
Vetor_16[70]: 4502
Vetor_16[71]: 4306
Vetor_16[72]: 30867
Vetor_16[73]: 2085
Vetor_16[74]: 24419
Vetor_16[75]: 30844
Vetor_16[76]: 32423
Vetor_16[77]: 11758
Vetor_16[78]: 30768
Vetor_16[79]: 30936
Vetor_16[80]: 24966
Vetor_16[81]: 3254
Vetor_16[82]: 11243
Vetor_16[83]: 15024
Vetor_16[84]: 7459
Vetor_16[85]: 3504
Vetor_16[86]: 26568
Vetor_16[87]: 15351
Vetor_16[88]: 9972
Vetor_16[89]: 17037
Vetor_16[90]: 24710
Vetor_16[91]: 24831
Vetor_16[92]: 2643
Vetor_16[93]: 8268
Vetor_16[94]: 12789
Vetor_16[95]: 9709
Vetor_16[96]: 9251
Vetor_16[97]: 23636
Vetor_16[98]: 6069
Vetor_16[99]: 1129

		>>Vetor_16 - ORDENADO<<

Vetor_16[0]: 15693
Vetor_16[1]: 30285
Vetor_16[2]: 4967
Vetor_16[3]: 18045
Vetor_16[4]: 9724
Vetor_16[5]: 5486
Vetor_16[6]: 29883
Vetor_16[7]: 1947
Vetor_16[8]: 20370
Vetor_16[9]: 32021
Vetor_16[10]: 3782
Vetor_16[11]: 19386
Vetor_16[12]: 15546
Vetor_16[13]: 14421
Vetor_16[14]: 18205
Vetor_16[15]: 3495
Vetor_16[16]: 14934
Vetor_16[17]: 26775
Vetor_16[18]: 24922
Vetor_16[19]: 19241
Vetor_16[20]: 13669
Vetor_16[21]: 21482
Vetor_16[22]: 9245
Vetor_16[23]: 9710
Vetor_16[24]: 10282
Vetor_16[25]: 11674
Vetor_16[26]: 20305
Vetor_16[27]: 4294
Vetor_16[28]: 25227
Vetor_16[29]: 19716
Vetor_16[30]: 18353
Vetor_16[31]: 23823
Vetor_16[32]: 12727
Vetor_16[33]: 18088
Vetor_16[34]: 7050
Vetor_16[35]: 15472
Vetor_16[36]: 11019
Vetor_16[37]: 7040
Vetor_16[38]: 17602
Vetor_16[39]: 2763
Vetor_16[40]: 7735
Vetor_16[41]: 29329
Vetor_16[42]: 19481
Vetor_16[43]: 29804
Vetor_16[44]: 29340
Vetor_16[45]: 4287
Vetor_16[46]: 12719
Vetor_16[47]: 19591
Vetor_16[48]: 29689
Vetor_16[49]: 741
Vetor_16[50]: 16071
Vetor_16[51]: 10209
Vetor_16[52]: 21063
Vetor_16[53]: 11813
Vetor_16[54]: 9418
Vetor_16[55]: 4045
Vetor_16[56]: 22753
Vetor_16[57]: 14973
Vetor_16[58]: 3471
Vetor_16[59]: 24922
Vetor_16[60]: 8424
Vetor_16[61]: 2971
Vetor_16[62]: 217
Vetor_16[63]: 11467
Vetor_16[64]: 17126
Vetor_16[65]: 15347
Vetor_16[66]: 17185
Vetor_16[67]: 10567
Vetor_16[68]: 19377
Vetor_16[69]: 19982
Vetor_16[70]: 4502
Vetor_16[71]: 4306
Vetor_16[72]: 30867
Vetor_16[73]: 2085
Vetor_16[74]: 24419
Vetor_16[75]: 30844
Vetor_16[76]: 32423
Vetor_16[77]: 11758
Vetor_16[78]: 30768
Vetor_16[79]: 30936
Vetor_16[80]: 24966
Vetor_16[81]: 3254
Vetor_16[82]: 11243
Vetor_16[83]: 15024
Vetor_16[84]: 7459
Vetor_16[85]: 3504
Vetor_16[86]: 26568
Vetor_16[87]: 15351
Vetor_16[88]: 9972
Vetor_16[89]: 17037
Vetor_16[90]: 24710
Vetor_16[91]: 24831
Vetor_16[92]: 2643
Vetor_16[93]: 8268
Vetor_16[94]: 12789
Vetor_16[95]: 9709
Vetor_16[96]: 9251
Vetor_16[97]: 23636
Vetor_16[98]: 6069
Vetor_16[99]: 1129

		>>Vetor_17 - ALEATORIO<<

Vetor_17[0]: 15081
Vetor_17[1]: 18544
Vetor_17[2]: 24593
Vetor_17[3]: 11073
Vetor_17[4]: 23405
Vetor_17[5]: 32226
Vetor_17[6]: 1283
Vetor_17[7]: 19922
Vetor_17[8]: 7097
Vetor_17[9]: 12345
Vetor_17[10]: 21135
Vetor_17[11]: 31934
Vetor_17[12]: 30859
Vetor_17[13]: 19532
Vetor_17[14]: 6398
Vetor_17[15]: 17077
Vetor_17[16]: 7960
Vetor_17[17]: 8840
Vetor_17[18]: 7901
Vetor_17[19]: 25762
Vetor_17[20]: 14070
Vetor_17[21]: 6464
Vetor_17[22]: 23040
Vetor_17[23]: 18072
Vetor_17[24]: 825
Vetor_17[25]: 22853
Vetor_17[26]: 14790
Vetor_17[27]: 7433
Vetor_17[28]: 7901
Vetor_17[29]: 10423
Vetor_17[30]: 26269
Vetor_17[31]: 15930
Vetor_17[32]: 22628
Vetor_17[33]: 26650
Vetor_17[34]: 6857
Vetor_17[35]: 10227
Vetor_17[36]: 28863
Vetor_17[37]: 26028
Vetor_17[38]: 30818
Vetor_17[39]: 3451
Vetor_17[40]: 16754
Vetor_17[41]: 31478
Vetor_17[42]: 156
Vetor_17[43]: 452
Vetor_17[44]: 3572
Vetor_17[45]: 10402
Vetor_17[46]: 4172
Vetor_17[47]: 4578
Vetor_17[48]: 1108
Vetor_17[49]: 9356
Vetor_17[50]: 1447
Vetor_17[51]: 25537
Vetor_17[52]: 12578
Vetor_17[53]: 3612
Vetor_17[54]: 29516
Vetor_17[55]: 11544
Vetor_17[56]: 27277
Vetor_17[57]: 15570
Vetor_17[58]: 1157
Vetor_17[59]: 5785
Vetor_17[60]: 30409
Vetor_17[61]: 23842
Vetor_17[62]: 30409
Vetor_17[63]: 24427
Vetor_17[64]: 29108
Vetor_17[65]: 20355
Vetor_17[66]: 19590
Vetor_17[67]: 21721
Vetor_17[68]: 13752
Vetor_17[69]: 32195
Vetor_17[70]: 7454
Vetor_17[71]: 29260
Vetor_17[72]: 19443
Vetor_17[73]: 6813
Vetor_17[74]: 9775
Vetor_17[75]: 15734
Vetor_17[76]: 10133
Vetor_17[77]: 32653
Vetor_17[78]: 536
Vetor_17[79]: 13009
Vetor_17[80]: 12426
Vetor_17[81]: 7395
Vetor_17[82]: 10169
Vetor_17[83]: 22088
Vetor_17[84]: 24922
Vetor_17[85]: 12311
Vetor_17[86]: 6010
Vetor_17[87]: 15411
Vetor_17[88]: 31821
Vetor_17[89]: 13404
Vetor_17[90]: 22926
Vetor_17[91]: 7817
Vetor_17[92]: 7122
Vetor_17[93]: 16759
Vetor_17[94]: 12665
Vetor_17[95]: 21073
Vetor_17[96]: 8737
Vetor_17[97]: 19666
Vetor_17[98]: 10959
Vetor_17[99]: 12634

		>>Vetor_17 - ORDENADO<<

Vetor_17[0]: 15081
Vetor_17[1]: 18544
Vetor_17[2]: 24593
Vetor_17[3]: 11073
Vetor_17[4]: 23405
Vetor_17[5]: 32226
Vetor_17[6]: 1283
Vetor_17[7]: 19922
Vetor_17[8]: 7097
Vetor_17[9]: 12345
Vetor_17[10]: 21135
Vetor_17[11]: 31934
Vetor_17[12]: 30859
Vetor_17[13]: 19532
Vetor_17[14]: 6398
Vetor_17[15]: 17077
Vetor_17[16]: 7960
Vetor_17[17]: 8840
Vetor_17[18]: 7901
Vetor_17[19]: 25762
Vetor_17[20]: 14070
Vetor_17[21]: 6464
Vetor_17[22]: 23040
Vetor_17[23]: 18072
Vetor_17[24]: 825
Vetor_17[25]: 22853
Vetor_17[26]: 14790
Vetor_17[27]: 7433
Vetor_17[28]: 7901
Vetor_17[29]: 10423
Vetor_17[30]: 26269
Vetor_17[31]: 15930
Vetor_17[32]: 22628
Vetor_17[33]: 26650
Vetor_17[34]: 6857
Vetor_17[35]: 10227
Vetor_17[36]: 28863
Vetor_17[37]: 26028
Vetor_17[38]: 30818
Vetor_17[39]: 3451
Vetor_17[40]: 16754
Vetor_17[41]: 31478
Vetor_17[42]: 156
Vetor_17[43]: 452
Vetor_17[44]: 3572
Vetor_17[45]: 10402
Vetor_17[46]: 4172
Vetor_17[47]: 4578
Vetor_17[48]: 1108
Vetor_17[49]: 9356
Vetor_17[50]: 1447
Vetor_17[51]: 25537
Vetor_17[52]: 12578
Vetor_17[53]: 3612
Vetor_17[54]: 29516
Vetor_17[55]: 11544
Vetor_17[56]: 27277
Vetor_17[57]: 15570
Vetor_17[58]: 1157
Vetor_17[59]: 5785
Vetor_17[60]: 30409
Vetor_17[61]: 23842
Vetor_17[62]: 30409
Vetor_17[63]: 24427
Vetor_17[64]: 29108
Vetor_17[65]: 20355
Vetor_17[66]: 19590
Vetor_17[67]: 21721
Vetor_17[68]: 13752
Vetor_17[69]: 32195
Vetor_17[70]: 7454
Vetor_17[71]: 29260
Vetor_17[72]: 19443
Vetor_17[73]: 6813
Vetor_17[74]: 9775
Vetor_17[75]: 15734
Vetor_17[76]: 10133
Vetor_17[77]: 32653
Vetor_17[78]: 536
Vetor_17[79]: 13009
Vetor_17[80]: 12426
Vetor_17[81]: 7395
Vetor_17[82]: 10169
Vetor_17[83]: 22088
Vetor_17[84]: 24922
Vetor_17[85]: 12311
Vetor_17[86]: 6010
Vetor_17[87]: 15411
Vetor_17[88]: 31821
Vetor_17[89]: 13404
Vetor_17[90]: 22926
Vetor_17[91]: 7817
Vetor_17[92]: 7122
Vetor_17[93]: 16759
Vetor_17[94]: 12665
Vetor_17[95]: 21073
Vetor_17[96]: 8737
Vetor_17[97]: 19666
Vetor_17[98]: 10959
Vetor_17[99]: 12634

		>>Vetor_18 - ALEATORIO<<

Vetor_18[0]: 18561
Vetor_18[1]: 26530
Vetor_18[2]: 20112
Vetor_18[3]: 3973
Vetor_18[4]: 25438
Vetor_18[5]: 31704
Vetor_18[6]: 11717
Vetor_18[7]: 16286
Vetor_18[8]: 1572
Vetor_18[9]: 9619
Vetor_18[10]: 30902
Vetor_18[11]: 2986
Vetor_18[12]: 2979
Vetor_18[13]: 1901
Vetor_18[14]: 28257
Vetor_18[15]: 575
Vetor_18[16]: 9574
Vetor_18[17]: 13527
Vetor_18[18]: 7237
Vetor_18[19]: 25452
Vetor_18[20]: 6550
Vetor_18[21]: 2153
Vetor_18[22]: 11115
Vetor_18[23]: 18854
Vetor_18[24]: 6172
Vetor_18[25]: 13430
Vetor_18[26]: 32423
Vetor_18[27]: 24325
Vetor_18[28]: 27398
Vetor_18[29]: 16868
Vetor_18[30]: 1564
Vetor_18[31]: 29361
Vetor_18[32]: 1580
Vetor_18[33]: 28986
Vetor_18[34]: 27646
Vetor_18[35]: 663
Vetor_18[36]: 14867
Vetor_18[37]: 12795
Vetor_18[38]: 32412
Vetor_18[39]: 3424
Vetor_18[40]: 3601
Vetor_18[41]: 9267
Vetor_18[42]: 31645
Vetor_18[43]: 16547
Vetor_18[44]: 1458
Vetor_18[45]: 22607
Vetor_18[46]: 8329
Vetor_18[47]: 22361
Vetor_18[48]: 21851
Vetor_18[49]: 16689
Vetor_18[50]: 9356
Vetor_18[51]: 15506
Vetor_18[52]: 18989
Vetor_18[53]: 3204
Vetor_18[54]: 32631
Vetor_18[55]: 18023
Vetor_18[56]: 26924
Vetor_18[57]: 21837
Vetor_18[58]: 8712
Vetor_18[59]: 7472
Vetor_18[60]: 2465
Vetor_18[61]: 25795
Vetor_18[62]: 875
Vetor_18[63]: 8951
Vetor_18[64]: 28349
Vetor_18[65]: 30049
Vetor_18[66]: 10240
Vetor_18[67]: 28460
Vetor_18[68]: 9342
Vetor_18[69]: 11321
Vetor_18[70]: 1375
Vetor_18[71]: 12953
Vetor_18[72]: 9175
Vetor_18[73]: 15499
Vetor_18[74]: 26522
Vetor_18[75]: 6041
Vetor_18[76]: 523
Vetor_18[77]: 27030
Vetor_18[78]: 15298
Vetor_18[79]: 29317
Vetor_18[80]: 12122
Vetor_18[81]: 23214
Vetor_18[82]: 25516
Vetor_18[83]: 22128
Vetor_18[84]: 2271
Vetor_18[85]: 30095
Vetor_18[86]: 30452
Vetor_18[87]: 25108
Vetor_18[88]: 16825
Vetor_18[89]: 13041
Vetor_18[90]: 5443
Vetor_18[91]: 22795
Vetor_18[92]: 26473
Vetor_18[93]: 8541
Vetor_18[94]: 11726
Vetor_18[95]: 23875
Vetor_18[96]: 1403
Vetor_18[97]: 2622
Vetor_18[98]: 24607
Vetor_18[99]: 23724

		>>Vetor_18 - ORDENADO<<

Vetor_18[0]: 18561
Vetor_18[1]: 26530
Vetor_18[2]: 20112
Vetor_18[3]: 3973
Vetor_18[4]: 25438
Vetor_18[5]: 31704
Vetor_18[6]: 11717
Vetor_18[7]: 16286
Vetor_18[8]: 1572
Vetor_18[9]: 9619
Vetor_18[10]: 30902
Vetor_18[11]: 2986
Vetor_18[12]: 2979
Vetor_18[13]: 1901
Vetor_18[14]: 28257
Vetor_18[15]: 575
Vetor_18[16]: 9574
Vetor_18[17]: 13527
Vetor_18[18]: 7237
Vetor_18[19]: 25452
Vetor_18[20]: 6550
Vetor_18[21]: 2153
Vetor_18[22]: 11115
Vetor_18[23]: 18854
Vetor_18[24]: 6172
Vetor_18[25]: 13430
Vetor_18[26]: 32423
Vetor_18[27]: 24325
Vetor_18[28]: 27398
Vetor_18[29]: 16868
Vetor_18[30]: 1564
Vetor_18[31]: 29361
Vetor_18[32]: 1580
Vetor_18[33]: 28986
Vetor_18[34]: 27646
Vetor_18[35]: 663
Vetor_18[36]: 14867
Vetor_18[37]: 12795
Vetor_18[38]: 32412
Vetor_18[39]: 3424
Vetor_18[40]: 3601
Vetor_18[41]: 9267
Vetor_18[42]: 31645
Vetor_18[43]: 16547
Vetor_18[44]: 1458
Vetor_18[45]: 22607
Vetor_18[46]: 8329
Vetor_18[47]: 22361
Vetor_18[48]: 21851
Vetor_18[49]: 16689
Vetor_18[50]: 9356
Vetor_18[51]: 15506
Vetor_18[52]: 18989
Vetor_18[53]: 3204
Vetor_18[54]: 32631
Vetor_18[55]: 18023
Vetor_18[56]: 26924
Vetor_18[57]: 21837
Vetor_18[58]: 8712
Vetor_18[59]: 7472
Vetor_18[60]: 2465
Vetor_18[61]: 25795
Vetor_18[62]: 875
Vetor_18[63]: 8951
Vetor_18[64]: 28349
Vetor_18[65]: 30049
Vetor_18[66]: 10240
Vetor_18[67]: 28460
Vetor_18[68]: 9342
Vetor_18[69]: 11321
Vetor_18[70]: 1375
Vetor_18[71]: 12953
Vetor_18[72]: 9175
Vetor_18[73]: 15499
Vetor_18[74]: 26522
Vetor_18[75]: 6041
Vetor_18[76]: 523
Vetor_18[77]: 27030
Vetor_18[78]: 15298
Vetor_18[79]: 29317
Vetor_18[80]: 12122
Vetor_18[81]: 23214
Vetor_18[82]: 25516
Vetor_18[83]: 22128
Vetor_18[84]: 2271
Vetor_18[85]: 30095
Vetor_18[86]: 30452
Vetor_18[87]: 25108
Vetor_18[88]: 16825
Vetor_18[89]: 13041
Vetor_18[90]: 5443
Vetor_18[91]: 22795
Vetor_18[92]: 26473
Vetor_18[93]: 8541
Vetor_18[94]: 11726
Vetor_18[95]: 23875
Vetor_18[96]: 1403
Vetor_18[97]: 2622
Vetor_18[98]: 24607
Vetor_18[99]: 23724

		>>Vetor_19 - ALEATORIO<<

Vetor_19[0]: 22100
Vetor_19[1]: 803
Vetor_19[2]: 20772
Vetor_19[3]: 7305
Vetor_19[4]: 16910
Vetor_19[5]: 657
Vetor_19[6]: 5440
Vetor_19[7]: 27198
Vetor_19[8]: 26385
Vetor_19[9]: 21603
Vetor_19[10]: 7034
Vetor_19[11]: 10687
Vetor_19[12]: 25154
Vetor_19[13]: 9464
Vetor_19[14]: 5508
Vetor_19[15]: 24966
Vetor_19[16]: 3456
Vetor_19[17]: 24260
Vetor_19[18]: 7122
Vetor_19[19]: 198
Vetor_19[20]: 12678
Vetor_19[21]: 9379
Vetor_19[22]: 3744
Vetor_19[23]: 19545
Vetor_19[24]: 3858
Vetor_19[25]: 18029
Vetor_19[26]: 2102
Vetor_19[27]: 6137
Vetor_19[28]: 839
Vetor_19[29]: 25547
Vetor_19[30]: 17515
Vetor_19[31]: 8116
Vetor_19[32]: 19279
Vetor_19[33]: 12617
Vetor_19[34]: 8552
Vetor_19[35]: 5530
Vetor_19[36]: 11078
Vetor_19[37]: 5036
Vetor_19[38]: 7598
Vetor_19[39]: 14265
Vetor_19[40]: 31827
Vetor_19[41]: 1413
Vetor_19[42]: 30555
Vetor_19[43]: 587
Vetor_19[44]: 26136
Vetor_19[45]: 31494
Vetor_19[46]: 20648
Vetor_19[47]: 21037
Vetor_19[48]: 18253
Vetor_19[49]: 14357
Vetor_19[50]: 32183
Vetor_19[51]: 2963
Vetor_19[52]: 4519
Vetor_19[53]: 19615
Vetor_19[54]: 24460
Vetor_19[55]: 6395
Vetor_19[56]: 7423
Vetor_19[57]: 11055
Vetor_19[58]: 28761
Vetor_19[59]: 22111
Vetor_19[60]: 13744
Vetor_19[61]: 3519
Vetor_19[62]: 25854
Vetor_19[63]: 15535
Vetor_19[64]: 27201
Vetor_19[65]: 7374
Vetor_19[66]: 2000
Vetor_19[67]: 24958
Vetor_19[68]: 23620
Vetor_19[69]: 3250
Vetor_19[70]: 12441
Vetor_19[71]: 7932
Vetor_19[72]: 6269
Vetor_19[73]: 9520
Vetor_19[74]: 32225
Vetor_19[75]: 30756
Vetor_19[76]: 14919
Vetor_19[77]: 26442
Vetor_19[78]: 13164
Vetor_19[79]: 3382
Vetor_19[80]: 24116
Vetor_19[81]: 17752
Vetor_19[82]: 25092
Vetor_19[83]: 13416
Vetor_19[84]: 10228
Vetor_19[85]: 8538
Vetor_19[86]: 15481
Vetor_19[87]: 2776
Vetor_19[88]: 24440
Vetor_19[89]: 1421
Vetor_19[90]: 15845
Vetor_19[91]: 4550
Vetor_19[92]: 26966
Vetor_19[93]: 19260
Vetor_19[94]: 1332
Vetor_19[95]: 11264
Vetor_19[96]: 7792
Vetor_19[97]: 9177
Vetor_19[98]: 2532
Vetor_19[99]: 3997

		>>Vetor_19 - ORDENADO<<

Vetor_19[0]: 22100
Vetor_19[1]: 803
Vetor_19[2]: 20772
Vetor_19[3]: 7305
Vetor_19[4]: 16910
